Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,Loss/State_matching_loss,Loss/Action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
21000,0.0020391959697008133,-5.1699018478393555,0.07424771040678024,0.000952849630266428,0.009746290743350983,0.058622658252716064,3.6488451957702637,0.5278568863868713,1.2467527389526367,1.2510168552398682,0.007559893187135458,-3.8212647438049316,5.135506629943848,5.136356353759766,36.55213,39.295094,26.97152,27.419594,27.046343,52.97579,3.9590218,6.2844305
22000,0.0024974446278065443,-5.051351070404053,0.058307141065597534,0.0007889005937613547,0.010509047657251358,0.051110394299030304,3.2442781925201416,0.49785298109054565,1.2655566930770874,1.2684671878814697,0.006065051537007093,-3.613626003265381,5.0284833908081055,5.029874324798584,36.57196,39.25191,26.985817,27.425808,27.048752,53.13467,4.8355994,3.8340547
23000,0.00194626918528229,-4.882538318634033,0.04518180340528488,0.0010785209015011787,0.014845509082078934,0.060472771525382996,3.236029863357544,0.49352210760116577,1.288995623588562,1.2934892177581787,0.004867766983807087,-3.281834125518799,4.874535083770752,4.869384765625,36.606766,39.264133,27.000732,27.436102,27.055716,53.343704,5.928884,2.9030175
24000,0.0016125804977491498,-4.767147064208984,0.03635067492723465,0.008181219920516014,0.015970934182405472,0.05009685829281807,3.3057241439819336,0.6632736921310425,1.3139643669128418,1.3193325996398926,0.00391926197335124,-3.2748775482177734,4.748178958892822,4.749345302581787,36.66504,39.284756,27.009588,27.448147,27.064474,53.551792,7.1153336,5.643515
25000,0.003024596720933914,-4.645754814147949,0.02693607099354267,0.0008755081798881292,0.020144212990999222,0.053785376250743866,3.110159158706665,0.5374484062194824,1.339648962020874,1.3473668098449707,0.0031619614455848932,-2.518784999847412,4.596921920776367,4.601041316986084,36.73835,39.35109,27.037712,27.459843,27.069778,53.76034,7.412889,5.0164447
26000,0.17324084043502808,-4.4662251472473145,0.021831180900335312,0.023140758275985718,0.02027982845902443,0.022703073918819427,3.067936658859253,0.40435922145843506,1.3649930953979492,1.3693379163742065,0.0025607270654290915,-2.5253841876983643,4.471784591674805,4.472221374511719,36.84625,39.456646,27.040106,27.439007,27.087002,54.00294,10.214447,6.0266504
27000,0.002714757341891527,-4.362011432647705,0.012637156061828136,0.022649582475423813,0.049170345067977905,0.022716820240020752,2.7718915939331055,0.4383389353752136,1.39342200756073,1.3998959064483643,0.0021053242962807417,-0.002474948763847351,4.307526588439941,4.309080123901367,36.970383,39.535175,27.051577,27.434319,27.09789,54.21981,13.227229,7.571866
28000,0.003058808855712414,-4.2041120529174805,0.011050314642488956,0.010030195116996765,0.039914123713970184,0.07589257508516312,2.80120587348938,0.37291190028190613,1.417731761932373,1.4298702478408813,0.001728118397295475,-0.394420325756073,4.197978973388672,4.196010589599609,37.075287,39.59049,27.072624,27.4233,27.107517,54.442993,13.416995,7.6219993
29000,0.004917715210467577,-4.1113409996032715,0.006942646577954292,0.00211051432415843,0.03984906151890755,0.09570058435201645,2.323119878768921,0.3919515609741211,1.4468317031860352,1.4602160453796387,0.0014404668472707272,1.1802802085876465,4.08590030670166,4.08831262588501,37.206932,39.645107,27.087404,27.432646,27.113878,54.669445,16.120718,10.024645
30000,0.007316287606954575,-3.9970521926879883,0.005377383437007666,0.0194714292883873,0.05904505401849747,0.08694557100534439,2.1579012870788574,0.3865450620651245,1.4728891849517822,1.488630771636963,0.0012199002085253596,1.5919480323791504,3.9786529541015625,3.9789347648620605,37.32174,39.667446,27.105347,27.456167,27.120016,54.91307,19.625257,12.349773
31000,0.12188345938920975,-3.9308390617370605,0.0034951430279761553,0.021924499422311783,0.06811410188674927,0.05340530350804329,1.8695391416549683,0.3947642743587494,1.4962196350097656,1.519753098487854,0.0010360012529417872,2.6263139247894287,3.902395725250244,3.9053573608398438,37.46443,39.76653,27.124249,27.502625,27.128923,55.170494,24.28058,12.85907
32000,0.008886732161045074,-3.855095386505127,0.002673634560778737,0.0037231137976050377,0.138990119099617,0.12432611733675003,1.667372465133667,0.35020217299461365,1.5401408672332764,1.550776720046997,0.0008892330224625766,2.9933252334594727,3.8387908935546875,3.841228485107422,37.626385,39.859764,27.144144,27.566488,27.127758,55.455257,32.60794,13.192527
33000,0.007029276341199875,-3.76902437210083,0.0013604223495349288,0.0038241208530962467,0.15634892880916595,0.10641330480575562,2.0010533332824707,0.3798437714576721,1.5562903881072998,1.5768373012542725,0.0007907309336587787,4.279538154602051,3.7396512031555176,3.74245023727417,37.764423,40.00285,27.184021,27.62437,27.14171,55.754974,38.11316,13.305127
34000,0.10954973101615906,-3.7270569801330566,0.0002418581716483459,0.023235362023115158,0.12823763489723206,0.050893694162368774,1.7197132110595703,0.3673379421234131,1.5912803411483765,1.6037706136703491,0.0006971966358833015,5.653099060058594,3.7195582389831543,3.7174692153930664,38.02889,40.084934,27.228714,27.667078,27.17119,56.058445,43.51276,12.546084
35000,0.011680622585117817,-3.680748701095581,0.0003887956845574081,0.004231042228639126,0.09299308061599731,0.11956071853637695,1.841112732887268,0.40389057993888855,1.6328775882720947,1.6530576944351196,0.0006460198783315718,5.398167610168457,3.667996406555176,3.6714284420013428,38.434216,40.272057,27.265766,27.695004,27.198334,56.366577,44.358643,12.363999
36000,0.01303807646036148,-3.757880687713623,-0.0022633564658463,0.005292300600558519,0.11121900379657745,0.15306201577186584,1.5018982887268066,0.33441877365112305,1.6703267097473145,1.702672004699707,0.0006863590679131448,9.297627449035645,3.72935152053833,3.724215030670166,38.659172,40.37507,27.309923,27.673197,27.22182,56.69641,41.75124,12.883456
37000,0.0167868509888649,-3.674077033996582,0.0007345483754761517,0.006063896231353283,0.06508670002222061,0.08071072399616241,1.7368707656860352,0.3253006935119629,1.7073414325714111,1.715636968612671,0.00071163714164868,4.967804908752441,3.6589365005493164,3.6632916927337646,38.86458,40.47756,27.358047,27.653627,27.245457,56.99446,36.072834,13.985255
38000,0.14027322828769684,-3.7435102462768555,-0.002114322269335389,0.03005773201584816,0.07214398682117462,0.05195218324661255,1.3599220514297485,0.31591564416885376,1.729454755783081,1.7445493936538696,0.0009296247153542936,8.274382591247559,3.7010762691497803,3.695796012878418,39.01007,40.655785,27.42459,27.660427,27.268297,57.31881,27.015919,14.499183
39000,0.07400094717741013,-3.9325335025787354,-0.0011867404682561755,0.05121360346674919,0.07824794948101044,0.020767031237483025,1.236932396888733,0.32799655199050903,1.8540574312210083,1.8723437786102295,0.0011759646004065871,7.0091633796691895,3.875046730041504,3.874110221862793,39.037014,40.897484,27.4777,27.66397,27.30528,57.593025,32.062405,13.084213
40000,0.025253234431147575,-4.532370567321777,-0.0047186026349663734,0.0065500568598508835,0.17529632151126862,0.1522485911846161,1.4482066631317139,0.31430986523628235,1.8751568794250488,1.918731689453125,0.001723027671687305,8.738553047180176,4.3567352294921875,4.356319427490234,39.046963,41.222263,27.55728,27.694489,27.344057,57.931614,30.307484,10.882851
41000,0.02221754379570484,-4.801511287689209,-0.0038328219670802355,0.008599373511970043,0.11793336272239685,0.1253894716501236,1.0123423337936401,0.3259461224079132,1.9454593658447266,1.983446478843689,0.0021354651544243097,7.794841766357422,4.690748691558838,4.688811302185059,39.0686,41.644436,27.612635,27.721668,27.344604,58.183643,19.010275,10.2042265
42000,0.013825185596942902,-4.781892776489258,0.0023081875406205654,0.007844063453376293,0.21766139566898346,0.23962685465812683,1.2267667055130005,0.31022173166275024,1.998723030090332,2.045957326889038,0.0017440407536923885,4.6765289306640625,4.700960159301758,4.702704906463623,39.19329,41.799507,27.662079,27.711424,27.368044,58.40976,25.031355,7.354799
43000,0.016617098823189735,-4.815783977508545,0.0010018651373684406,0.009268216788768768,0.07745186984539032,0.10008694231510162,1.2398285865783691,0.3581182360649109,2.0661802291870117,2.069523811340332,0.001629951992072165,5.385340690612793,4.759110450744629,4.757986068725586,39.440517,41.913067,27.704418,27.740788,27.398718,58.65513,38.29306,5.410469
44000,0.01785511150956154,-4.850314617156982,0.002262627240270376,0.027203984558582306,0.3678552210330963,0.10629794001579285,1.203550100326538,0.32621002197265625,2.1229090690612793,2.1582329273223877,0.001542026991955936,4.532692909240723,4.812977313995361,4.813312530517578,39.595352,42.027668,27.775082,27.758656,27.438133,58.897743,41.45115,6.29348
45000,0.01855434849858284,-4.854302406311035,0.0006780762923881412,0.00996329728513956,0.2759774327278137,0.14821499586105347,1.835452914237976,0.3318430483341217,2.154608964920044,2.1714019775390625,0.0013265741290524602,5.488851547241211,4.810291290283203,4.804177284240723,39.798874,42.128178,27.813774,27.735144,27.454828,59.21948,29.684431,7.6834025
46000,0.02171386033296585,-4.874211311340332,-0.0006246047560125589,0.008305910043418407,0.2692147195339203,0.1774062216281891,1.5258104801177979,0.3287278711795807,2.1666839122772217,2.1789498329162598,0.0017464399570599198,6.357644557952881,4.785006046295166,4.780788421630859,39.901207,42.365036,27.870344,27.71974,27.460125,59.555614,32.159763,9.847907
47000,0.021917568519711494,-4.978301525115967,0.00101820460986346,0.013402624055743217,0.2701282501220703,0.1332343965768814,1.8776801824569702,0.2805984616279602,2.263171911239624,2.287621259689331,0.0016966074472293258,5.399858474731445,4.935972213745117,4.935988426208496,40.094448,42.430622,27.908794,27.696356,27.47535,59.823856,43.474228,13.183588
48000,0.017424896359443665,-4.98805046081543,0.001068808720447123,0.028658172115683556,0.15804916620254517,0.06242460012435913,1.6300362348556519,0.3391972482204437,2.302663803100586,2.3065977096557617,0.0014623305760324001,5.269105911254883,4.931702613830566,4.9322614669799805,40.417953,42.578846,27.932266,27.681253,27.492342,60.106335,50.978676,12.00127
49000,0.02014431357383728,-4.938294887542725,0.00236742221750319,0.008260772563517094,0.09469783306121826,0.12450560182332993,1.6787008047103882,0.3171902298927307,2.3317227363586426,2.3569252490997314,0.0012905447511002421,4.165563583374023,4.92172908782959,4.9151201248168945,40.709606,42.619072,27.96475,27.675314,27.518044,60.381596,61.60255,11.661501
50000,0.17334869503974915,-4.973142623901367,0.0011879375670105219,0.0498102530837059,0.11249228566884995,0.09450829029083252,1.307803988456726,0.31256037950515747,2.3871612548828125,2.3960049152374268,0.001260016462765634,5.057204723358154,4.970643520355225,4.969912528991699,40.972073,42.695213,27.990618,27.671648,27.512798,60.662506,65.33248,10.5977125
51000,0.02037992514669895,-5.005184173583984,0.0012145439395681024,0.011420675553381443,0.19960391521453857,0.2970971465110779,1.6313265562057495,0.2970302700996399,2.4158220291137695,2.4553298950195312,0.0012329892488196492,5.014959812164307,4.963901042938232,4.96172571182251,41.197186,42.750065,28.009672,27.681051,27.530628,60.90041,57.344845,9.4194
52000,0.029462099075317383,-5.147252082824707,3.9920367271406576e-05,0.05643284320831299,0.09140367060899734,0.19459952414035797,1.5989025831222534,0.26659756898880005,2.507399797439575,2.5198071002960205,0.0012606396339833736,5.9683332443237305,5.100051403045654,5.0988922119140625,41.5197,42.871227,28.053812,27.688286,27.53504,61.166428,62.441242,6.3358197
53000,0.037464842200279236,-4.970376014709473,0.0005113175138831139,0.016333874315023422,0.08136352151632309,0.198018416762352,1.5271507501602173,0.3074798285961151,2.5707335472106934,2.5858962535858154,0.0013379964511841536,5.6178483963012695,4.9221086502075195,4.918365955352783,41.819374,42.97211,28.072077,27.717001,27.529001,61.476727,77.049034,6.285745
54000,0.03132476657629013,-5.1744232177734375,-0.00021154213754925877,0.017430830746889114,0.11816714704036713,0.22842919826507568,1.5059515237808228,0.28239795565605164,2.687225341796875,2.7307724952697754,0.001309070154093206,6.16159725189209,5.140707492828369,5.136263847351074,42.095047,43.080147,28.113392,27.740587,27.548151,61.801823,75.76691,4.4775085
55000,0.03877708315849304,-5.274753093719482,-0.0012587553355842829,0.018955249339342117,0.13117188215255737,0.18935365974903107,1.195160984992981,0.29110440611839294,2.706376791000366,2.7342848777770996,0.0014264369383454323,6.882447242736816,5.216733932495117,5.217494010925293,42.40093,43.21749,28.120943,27.769669,27.535942,62.074974,73.524704,5.2653975
56000,0.03703711926937103,-5.47026252746582,0.00040161615470424294,0.018885165452957153,0.2583165764808655,0.33775201439857483,1.2186378240585327,0.29151782393455505,2.7682783603668213,2.778844118118286,0.0013192272745072842,5.6955671310424805,5.426645755767822,5.427655220031738,42.679626,43.346355,28.144903,27.804386,27.552391,62.36179,72.22215,6.0538135
57000,0.3848290741443634,-5.432029724121094,-0.0004123746766708791,0.1058088093996048,0.09504960477352142,0.06814543902873993,1.278309941291809,0.29137927293777466,2.842456817626953,2.8340466022491455,0.0012850568164139986,6.320899963378906,5.401061058044434,5.399833679199219,42.95241,43.45261,28.169304,27.854824,27.552893,62.666042,61.885647,5.5927386
58000,0.0872805044054985,-5.353322982788086,-0.00036127190105617046,0.10989853739738464,0.08076373487710953,0.09794385731220245,1.2138742208480835,0.2742023468017578,2.9060120582580566,2.915964126586914,0.0013768101343885064,6.262397766113281,5.319051742553711,5.325644493103027,43.288666,43.588688,28.188126,27.91998,27.568035,62.974865,58.513885,8.586432
59000,0.38983139395713806,-5.55644416809082,0.0007709470228292048,0.12679606676101685,0.11090526729822159,0.22224169969558716,1.2776479721069336,0.2649533450603485,3.094338893890381,3.122783660888672,0.0014232232933863997,5.458309173583984,5.527067184448242,5.527665138244629,43.599884,43.74903,28.234476,27.9811,27.58754,63.32302,63.977028,9.115994
60000,0.0325491800904274,-5.6573309898376465,-0.0010361260501667857,0.10182982683181763,0.15012136101722717,0.019065532833337784,1.1923506259918213,0.2671566307544708,3.0555717945098877,3.0783262252807617,0.0014767713146284223,6.701615810394287,5.581577301025391,5.582428932189941,43.927826,43.84247,28.269497,28.040741,27.593914,63.652943,59.60969,8.606114
61000,0.033078208565711975,-5.765543460845947,0.0005760688800364733,0.1341284215450287,0.06028934568166733,0.01991846412420273,1.1265186071395874,0.2584952116012573,3.166341781616211,3.1854898929595947,0.0014096995582804084,5.591353416442871,5.693280220031738,5.700447082519531,44.26822,43.926464,28.311176,28.092722,27.604252,63.978477,60.349026,9.207042
62000,0.02830355241894722,-5.879167556762695,0.00023869055439718068,0.05629032850265503,0.13357211649417877,0.2647370994091034,1.0287721157073975,0.26410189270973206,3.2253518104553223,3.2496845722198486,0.0014717463636770844,5.837818145751953,5.828169822692871,5.8292036056518555,44.614506,44.02259,28.330475,28.142586,27.625832,64.31237,65.65132,10.865168
63000,0.14045849442481995,-5.961834907531738,-0.0007013634312897921,0.20885725319385529,0.06682663410902023,0.023688729852437973,0.9890560507774353,0.24560293555259705,3.296581745147705,3.30729603767395,0.0015178883913904428,6.46206521987915,5.894554138183594,5.897317886352539,45.0854,44.1559,28.362156,28.189053,27.633379,64.608444,72.93005,8.70164
64000,0.04836028069257736,-6.089178085327148,-3.075731729040854e-05,0.07270686328411102,0.10769988596439362,0.40733760595321655,1.0013337135314941,0.283382773399353,3.4129228591918945,3.4676365852355957,0.00158137665130198,6.019449710845947,6.0303850173950195,6.037362098693848,45.4582,44.293716,28.379894,28.24069,27.639893,64.93007,87.77998,11.517909
65000,0.033480945974588394,-6.01011323928833,-6.880293949507177e-05,0.05498453974723816,0.11917813867330551,0.550071656703949,0.9397193193435669,0.24402326345443726,3.4751226902008057,3.5235610008239746,0.0015763910487294197,6.043645858764648,5.975539684295654,5.957540988922119,45.790337,44.379143,28.409407,28.27375,27.659275,65.22893,84.04665,11.186582
66000,0.0339973047375679,-6.105767726898193,0.0005896173533983529,0.0745028555393219,0.13242411613464355,0.2955610156059265,0.9469852447509766,0.2740268111228943,3.5577754974365234,3.5905911922454834,0.0015939368167892098,5.630087375640869,6.078090667724609,6.07338285446167,46.234005,44.506603,28.43932,28.324614,27.68844,65.51938,79.94501,11.958491
67000,0.3206440210342407,-6.250086784362793,-0.0001392382982885465,0.19049236178398132,0.12303636223077774,0.08839959651231766,0.9680192470550537,0.2783498466014862,3.641282558441162,3.7014548778533936,0.001602304051630199,6.0868988037109375,6.211475372314453,6.213371276855469,46.603832,44.598724,28.46141,28.37247,27.706781,65.81638,86.95644,10.231937
68000,0.03920038416981697,-6.377206802368164,5.3274838137440383e-05,0.07126176357269287,0.18276366591453552,0.33372655510902405,0.7868777513504028,0.2556593120098114,3.711172580718994,3.7901246547698975,0.0015849602641537786,5.9663872718811035,6.322963714599609,6.331331253051758,46.90836,44.681736,28.491463,28.384989,27.715569,66.139244,107.88198,13.296109
69000,0.8987894058227539,-6.496844291687012,-0.0007110821316018701,0.4115062952041626,0.20533230900764465,0.09369415044784546,0.8094143867492676,0.2394562065601349,3.9164576530456543,3.9445724487304688,0.001596679212525487,6.445350646972656,6.426860809326172,6.427820205688477,47.29998,44.781853,28.506641,28.38297,27.704147,66.4223,115.17799,9.397232
70000,0.04230009764432907,-6.583432197570801,3.927213583665434e-06,0.0417538583278656,0.10870762169361115,0.24315543472766876,0.9166290760040283,0.2688368558883667,3.99702525138855,4.042267799377441,0.00182534649502486,5.9978485107421875,6.512529373168945,6.510411262512207,47.713474,44.88404,28.531689,28.370613,27.695482,66.717476,115.23158,10.471618
